style,ddt,ticker,isin,gvkeyiid,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Price Momentum,Valuation,Valuation,Valuation,Valuation,Valuation,Valuation,Valuation,Valuation,Volatility,MP
1179,2026-05-31,VACN,CH0311864901,32150201W,,,0.00098003323444641,,,,-0.0003865401587868912,,,,,,,,0.0011300383213514727,,,,,,,-0.00023562501168605175,,,,,,,-0.00046433440458047936,0.001318378041576718,0.0011476036838595266,,,-0.0006552884940381321,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,0.0014765834065659244,,,,,-0.0005798102381803368,,,,,-0.0006836034289657057,-0.0010301744696971564,-3.85576032617804e-05
1180,2026-05-31,VCX,AU000000VCX7,27340701W,,,,,,,,,,-0.0006364583648991053,,,0.0011019279153477047,,,,,,,,,,,,,-0.0010857230930631796,,,-0.00046433440458047936,-0.0006671310571833996,,,,,,,,,0.0014765834065659244,,,,,0.0011300383213514727,,,,,,-0.0010301744696971564,4.536586663540656e-05
1181,2026-05-31,VEEV,US9224751084,01868901,,,,,0.0010159977568114159,0.0025169035339191893,,,-0.0007826413815720446,,,,,,,-0.0005375910460798267,-0.0008295412396437777,-0.0011596204763606737,0.001652891873021557,-0.0012729167297982106,-0.0012584517669595946,-0.00023562501168605175,-0.0007457491952353153,,,,,,,,0.0011476036838595266,,,,,,,,,,0.0023314474840514595,-0.001118623792852973,-0.0005782963733286909,0.0011300383213514727,-0.0007508051219826733,,,,0.0013423485514235676,-0.0010301744696971564,6.976054467292274e-05
1182,2026-05-31,VER,AT0000746409,10279701W,,,-0.00033206523386040276,,-0.0005187061147187088,,,,,,0.0006382925388613506,,,,,,,,,0.0012656429199136494,,-0.00023562501168605175,,0.0006651276606152812,,-0.0010857230930631796,,,-0.00046433440458047936,,-0.0011535807863796283,,,-0.0006552884940381321,,-0.00043772235372507634,,-0.0003578150419788185,,,,0.0022148751098488863,0.0017037500844991435,-0.0005798102381803368,0.0022148751098488863,,0.004429750219697773,0.002839583474165239,,-0.0010301744696971564,0.0002918965636710138
1183,2026-05-31,VICI,US9256521090,03258001,,,,,,,,,,-0.0006364583648991053,,,0.0011019279153477047,,,,,,,,,,,,,-0.0010857230930631796,,,-0.00046433440458047936,,,,,,,,,,-0.0003825345612865089,-0.0009546875473486579,,,0.0017037500844991435,0.0011300383213514727,,,,,,-0.0010301744696971564,-1.2309162375295322e-05
1184,2026-05-31,VIE,FR0000124141,23861601W,,,-0.00033206523386040276,,,,-0.0003865401587868912,-0.0005607278759111105,,,0.0006382925388613506,,-0.0011074375549244432,,,,,,,0.0012656429199136494,0.0012656429199136494,-0.00023562501168605175,,0.0006651276606152812,,0.0031641072997841235,,,-0.00046433440458047936,,,,,0.001925978356390336,,-0.00043772235372507634,,-0.0003578150419788185,,,,,0.0017037500844991435,0.0011300383213514727,-0.0007508051219826733,0.002768593887311108,0.004429750219697773,-0.0014382305908109652,,0.0010206797741239108,0.00030055162075844636
1185,2026-05-31,VLO,US91913Y1001,01524701,0.0025169035339191893,,,,0.0010159977568114159,0.0025169035339191893,0.0011416882009530342,0.0016406482295176937,,,0.0006382925388613506,,,,-0.0005859457962563192,,,,,0.0012656429199136494,0.0012656429199136494,-0.00023562501168605175,,0.0006651276606152812,,,,,,,,,,0.001925978356390336,,,,,-0.0003825345612865089,-0.0009546875473486579,-0.00120373647274396,,,,,,,,,,0.00025225117876234655
1186,2026-05-31,VLTO,US92338C1036,04319701,,,,,,,,,,,0.0006382925388613506,,,,-0.0005859457962563192,,,,,,,-0.00023562501168605175,,0.0006651276606152812,,,,,-0.00046433440458047936,0.001318378041576718,0.0011476036838595266,,,-0.0006552884940381321,,,,-0.0003578150419788185,-0.0003825345612865089,,0.0023314474840514595,,,,,,,,,,5.516694447311167e-05
1187,2026-05-31,VMC,US9291601097,01122801,-0.0012952486022508108,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,,,,,,-0.0006364583648991053,,0.002734413715862823,,,,-0.0005375910460798267,-0.0008295412396437777,,-0.0008326598157326641,,,-0.00023562501168605175,,,,,,,-0.00046433440458047936,,,,,-0.0006552884940381321,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,-0.0009546875473486579,-0.00120373647274396,,-0.0005782963733286909,,,-0.0014107484776107557,-0.0022600766427029453,,,,-0.00030707090771776364
1188,2026-05-31,VNA,DE000A1ML7J1,31568201W,,,,,,,,,,-0.0006364583648991053,,,,,,,,,,,,,-0.0007457491952353153,,,0.0031641072997841235,0.0029930744727687656,0.001942872903376216,-0.00046433440458047936,,,,,,,,,,-0.0003825345612865089,,,,-0.0005782963733286909,0.0011300383213514727,,,,,0.0013423485514235676,0.0010206797741239108,9.126596137579973e-05
1189,2026-05-31,VOD,GB00BH4HKS39,01489401W,,0.0011476036838595266,,,0.0010159977568114159,,-0.0003865401587868912,-0.0005607278759111105,,-0.0006364583648991053,,-0.0009385064024783416,,,,,,,,,,-0.00023562501168605175,,,,,,-0.001942872903376216,0.0009190353152899943,,,,,,,,-0.00034934938641149627,-0.0003578150419788185,,,,,,,,,,,0.0013423485514235676,,3.610979178867626e-05
1190,2026-05-31,VOLV B,SE0000115446,01121704W,,,,,,,-0.0003865401587868912,,,,0.0006382925388613506,,,,-0.0005859457962563192,,,,,,,-0.00023562501168605175,,,,,,,-0.00046433440458047936,,,,,-0.0006552884940381321,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,,,,,,,,,,,,-6.824575520170607e-05
1191,2026-05-31,VOW3,DE0007664039,10073702W,,-0.0003865401587868912,-0.00033206523386040276,,0.0010159977568114159,,0.0011416882009530342,-0.0005607278759111105,-0.0007826413815720446,-0.0006364583648991053,,-0.0009385064024783416,,0.001830475297395774,,-0.0005375910460798267,-0.0008295412396437777,,-0.0008326598157326641,,,-0.00023562501168605175,-0.0007457491952353153,,,,-0.0029930744727687656,-0.001942872903376216,-0.00046433440458047936,-0.0006671310571833996,,-0.0010751820921596534,0.0011300383213514727,-0.0006552884940381321,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,,,,,,,,,,,-0.0006836034289657057,,5.768228009546073e-06
1192,2026-05-31,VRSK,US92345Y1064,18065201,-0.0012952486022508108,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,,,-0.0003865401587868912,,,,,,,,,,,,,,-0.0012584517669595946,-0.00023562501168605175,,-0.001977567062365077,,,,,-0.00046433440458047936,0.001318378041576718,,,,-0.0006552884940381321,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,,,,,,,,,,,0.0010206797741239108,-0.00017993373809539067
1193,2026-05-31,VRSN,US92343E1029,06636801,,-0.0003865401587868912,-0.00033206523386040276,,,,-0.0003865401587868912,,0.00303407549294368,0.0024339286921416336,,,0.0011019279153477047,,-0.0005859457962563192,,,0.004520153285405891,,-0.0012729167297982106,-0.0012584517669595946,-0.00023562501168605175,,,,,,,-0.00046433440458047936,0.001318378041576718,-0.0011535807863796283,,-0.0005738018419297633,,,,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,-0.0009546875473486579,,,,,,,,,,,-7.594315040453804e-05
1194,2026-05-31,VRT,US92537N1081,03617501,0.0025169035339191893,0.0011476036838595266,0.00098003323444641,0.0010547024332613745,0.0010159977568114159,0.0025169035339191893,-0.0003865401587868912,,,,0.0006382925388613506,,,,-0.0005859457962563192,,,,,,,0.0009267259873844713,,0.0006651276606152812,,,,,,0.001318378041576718,0.0011476036838595266,,,,,0.0012952486022508108,,,0.0014765834065659244,0.002734413715862823,,,,,,,,,-0.0006836034289657057,,0.00037476444776353884
1195,2026-05-31,VRTX,US92532F1003,02434401,,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,,,,,0.00303407549294368,,,,,0.001830475297395774,-0.0005859457962563192,0.0017578373887689573,-0.0008295412396437777,0.004520153285405891,,,,0.0009267259873844713,-0.0007457491952353153,0.0006651276606152812,,,,,-0.00046433440458047936,0.001318378041576718,0.0011476036838595266,0.0010648438028119647,0.0011300383213514727,,,0.0012952486022508108,0.0010301744696971564,0.0010547024332613745,,,,,-0.0005782963733286909,,-0.0007508051219826733,,,,,-0.0010301744696971564,0.0002956744677650899
1196,2026-05-31,VST,US92840M1027,15737302,-0.0012952486022508108,,-0.00033206523386040276,,0.0010159977568114159,0.0025169035339191893,-0.0003865401587868912,-0.0005607278759111105,,,0.0006382925388613506,,0.0011019279153477047,,,,,,,0.0012656429199136494,0.0012656429199136494,-0.00023562501168605175,,0.0006651276606152812,0.005402134414265577,-0.0010857230930631796,,,,,-0.0011535807863796283,,,-0.0006552884940381321,0.006514338558379078,-0.00043772235372507634,,-0.0003578150419788185,,-0.0009546875473486579,,-0.001118623792852973,-0.0005782963733286909,0.0011300383213514727,-0.0007508051219826733,-0.0014107484776107557,,-0.0014382305908109652,,0.0010206797741239108,0.00013698840139283395
1197,2026-05-31,VTR,US92276F1003,11017901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001318378041576718,0.0011476036838595266,,,,,,,,-0.0003825345612865089,0.002734413715862823,,,-0.0005782963733286909,-0.0005798102381803368,,,,,,,7.956339045533298e-05
1198,2026-05-31,VWS,DK0061539921,22509401W,,,,,0.0010159977568114159,,,,,,,,,,0.0011300383213514727,,,,,0.0012656429199136494,0.0012656429199136494,-0.00023562501168605175,,,,,,,0.0009190353152899943,-0.0006671310571833996,,,-0.0005738018419297633,0.001925978356390336,,,,0.0010547024332613745,-0.0003825345612865089,,,,,0.0011300383213514727,,,,,0.0013423485514235676,0.0010206797741239108,0.0002461482296556428
1199,2026-05-31,VZ,US92343V1044,00213601,,,,,,,,,,-0.0006364583648991053,,-0.0009385064024783416,,,-0.0005859457962563192,,,,,,,-0.00023562501168605175,,,-0.005273512166306872,,,,,,,,,,,,-0.00034934938641149627,-0.0003578150419788185,,,,,,,,,,,,,-6.040981417590889e-05
1200,2026-05-31,WAB,US9297401088,06097901,0.0025169035339191893,,,,,,,,,,0.0006382925388613506,,,,-0.0005859457962563192,,,,,,,-0.00023562501168605175,,0.0006651276606152812,,,,,,,,,,-0.0006552884940381321,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,-0.0009546875473486579,,,,-0.0005798102381803368,,,,,,,-4.5652293744778484e-05
1201,2026-05-31,WAT,US9418481035,06157401,,-0.0003865401587868912,-0.00033206523386040276,,,,,,0.00303407549294368,,,,,,-0.0005859457962563192,-0.0005375910460798267,,0.004520153285405891,-0.0008326598157326641,,,-0.00023562501168605175,-0.0007457491952353153,0.0006651276606152812,,,,,-0.00046433440458047936,-0.0006671310571833996,-0.0011535807863796283,-0.0010751820921596534,-0.0005738018419297633,,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,,,-0.00120373647274396,,-0.0005782963733286909,-0.0005798102381803368,-0.0007508051219826733,,,,-0.0006836034289657057,,-0.00012702165859806625
1202,2026-05-31,WBC,AU000000WBC1,01536201W,,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,-0.0005187061147187088,,,-0.0005607278759111105,,,0.0006382925388613506,,0.0011019279153477047,,,0.0017578373887689573,0.0016285846395947695,,0.001652891873021557,,,-0.00023562501168605175,0.002171446186126359,,,-0.0010857230930631796,,,-0.00046433440458047936,,,,,,,,-0.00034934938641149627,,,,,-0.001118623792852973,-0.0005782963733286909,-0.0005798102381803368,-0.0007508051219826733,,,-0.0014382305908109652,,,-1.4001290151168732e-05
1203,2026-05-31,WBD,US9344231041,16429601,,,0.00098003323444641,0.0010547024332613745,,,-0.0003865401587868912,-0.0005607278759111105,,-0.0006364583648991053,,-0.0009385064024783416,,-0.0018457292582074053,,,,,,,,0.0009267259873844713,,,-0.005273512166306872,,,-0.001942872903376216,-0.00046433440458047936,,,,,,,,0.0010301744696971564,0.0010547024332613745,,,0.0023314474840514595,,,,,,,,,,-6.114025857881563e-05
1204,2026-05-31,WCN,CA94106B1013,11073201C,,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,-0.0005187061147187088,,-0.0003865401587868912,,,,-0.001893055649443493,,,,,,,,,-0.0012729167297982106,,0.0009267259873844713,,-0.001977567062365077,,,,,-0.00046433440458047936,-0.0006671310571833996,,,-0.0005738018419297633,-0.0006552884940381321,,0.0012952486022508108,,,-0.0003825345612865089,,,,,-0.0005798102381803368,,,,,-0.0006836034289657057,,-0.00017304489382629297
1205,2026-05-31,WCP,CA96467A2002,18523001C,,,,,,,-0.0003865401587868912,-0.0005607278759111105,,,-0.001893055649443493,,,,,,,,,,-0.0012584517669595946,-0.00023562501168605175,,-0.001977567062365077,,,,-0.001942872903376216,,,-0.0011535807863796283,-0.0010751820921596534,-0.0005738018419297633,,-0.005402134414265577,,,,-0.0003825345612865089,,,,,,,,,,-0.0006836034289657057,,-0.0003469261653081118
1206,2026-05-31,WDAY,US98138H1014,01504401,-0.0012952486022508108,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,0.0010159977568114159,0.0025169035339191893,,-0.0005607278759111105,-0.0007826413815720446,-0.0006364583648991053,,-0.0009385064024783416,,,-0.0005859457962563192,,,-0.0011596204763606737,,,,-0.00023562501168605175,,,,,,,,,,0.0010648438028119647,0.0011300383213514727,,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,,-0.00120373647274396,,,,,,,,,,-5.78776740593627e-05
1207,2026-05-31,WDC,US9581021055,01139901,,-0.0003865401587868912,,,0.0010159977568114159,,,,0.00303407549294368,0.0024339286921416336,,-0.0009385064024783416,,,0.0011300383213514727,,,0.004520153285405891,,,,0.0009267259873844713,,,,,,,,0.001318378041576718,0.0011476036838595266,,0.0011300383213514727,,,0.0012952486022508108,0.0010301744696971564,0.0010547024332613745,0.0014765834065659244,0.002734413715862823,-0.00120373647274396,,,0.0011300383213514727,,,,,,,0.0003711981956050045
1208,2026-05-31,WDS,AU0000224040,10071201W,,,,,-0.0005187061147187088,,0.0011416882009530342,-0.0005607278759111105,,,-0.001893055649443493,,,,,,,,,-0.0012729167297982106,-0.0012584517669595946,-0.00023562501168605175,,-0.001977567062365077,,,,-0.001942872903376216,,,,0.0010648438028119647,,-0.0006552884940381321,,,,,,,,,,-0.0005798102381803368,,,,,-0.0006836034289657057,,-0.00021941838260468546
1209,2026-05-31,WEC,US92939U1060,01155001,,,-0.00033206523386040276,,,,,0.0016406482295176937,,,,,,,,,,,,,,-0.00023562501168605175,,,,,,,,,-0.0011535807863796283,,,-0.0006552884940381321,,-0.00043772235372507634,,-0.0003578150419788185,,-0.0009546875473486579,,-0.001118623792852973,-0.0005782963733286909,,-0.0007508051219826733,-0.0014107484776107557,-0.0022600766427029453,,,,-0.00019137075289356908
1210,2026-05-31,WELL,US95040Q1040,00554301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001318378041576718,,,,,,,,,-0.0003825345612865089,0.002734413715862823,,,-0.0005782963733286909,-0.0005798102381803368,,,,,-0.0006836034289657057,-0.0010301744696971564,1.6427433504201825e-05
1211,2026-05-31,WES,AU000000WES1,10160101W,,,,,-0.0005187061147187088,,,,-0.0007826413815720446,-0.0006364583648991053,,-0.0009385064024783416,,,-0.0005859457962563192,-0.0005375910460798267,0.0016285846395947695,,,0.0012656429199136494,0.0012656429199136494,0.0009267259873844713,,,,,,,-0.00046433440458047936,,-0.0011535807863796283,,-0.0005738018419297633,-0.0006552884940381321,,0.0012952486022508108,,,-0.0003825345612865089,,,,,,,,,,-0.0006836034289657057,,4.749511994381839e-05
1212,2026-05-31,WFC,US9497461015,00800701,,-0.0003865401587868912,-0.00033206523386040276,,,,-0.0003865401587868912,-0.0005607278759111105,,,0.0006382925388613506,,-0.0011074375549244432,,,-0.0005375910460798267,,,,,,-0.00023562501168605175,,,,-0.0010857230930631796,,,,,,,,,,,,,,,0.0023314474840514595,,-0.0005782963733286909,,,,,,,,-1.840685446592891e-05
1213,2026-05-31,WKL,NL0000395903,10136102W,,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,,,0.0011416882009530342,,,,,,,,,,,,,,0.0012656429199136494,0.0009267259873844713,,,,,,,,,,,,-0.0006552884940381321,,0.0012952486022508108,0.0010301744696971564,0.0010547024332613745,-0.0003825345612865089,,,,,0.0011300383213514727,,,,,0.0013423485514235676,0.0010206797741239108,0.0002347386319760617
1214,2026-05-31,WM,US94106L1098,01447701,-0.0012952486022508108,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,,,-0.0003865401587868912,,,,-0.001893055649443493,,,,,,,,,,,-0.00023562501168605175,,-0.001977567062365077,,,,,,,,,,-0.0006552884940381321,,-0.00043772235372507634,-0.00034934938641149627,,0.0014765834065659244,-0.0009546875473486579,-0.00120373647274396,,,-0.0005798102381803368,,,,,-0.0006836034289657057,0.0010206797741239108,-0.00019366448319021453
1215,2026-05-31,WMB,US9694571004,01150601,-0.0012952486022508108,,,,,,-0.0003865401587868912,-0.0005607278759111105,,,,,,,,,,,,-0.0012729167297982106,,0.0009267259873844713,,-0.001977567062365077,,,,,,,-0.0011535807863796283,,-0.0005738018419297633,,,,,,-0.0003825345612865089,-0.0009546875473486579,,,,,,,,,-0.0006836034289657057,0.0010206797741239108,-0.00019039384915280262
1216,2026-05-31,WMT,US9311421039,01125901,-0.0012952486022508108,,-0.00033206523386040276,-0.0005349939878862045,-0.0005187061147187088,,,,,,,,0.0011019279153477047,,,,0.0016285846395947695,,,0.0012656429199136494,0.0012656429199136494,-0.00023562501168605175,,0.0006651276606152812,0.005402134414265577,,,,,0.001318378041576718,,,,,0.006514338558379078,,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,,,-0.001118623792852973,-0.0005782963733286909,-0.0005798102381803368,-0.0007508051219826733,-0.0014107484776107557,-0.0022600766427029453,-0.0014382305908109652,-0.0006836034289657057,,-2.7405539697939706e-05
1217,2026-05-31,WN,CA9611485090,01144301C,,,0.00098003323444641,0.0010547024332613745,,,,,,,,,,,,,0.0016285846395947695,,,,0.0012656429199136494,-0.00023562501168605175,-0.0007457491952353153,0.0006651276606152812,0.005402134414265577,,0.0029930744727687656,,0.0009190353152899943,,,,,,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,,,-0.001118623792852973,,,-0.0007508051219826733,,-0.0022600766427029453,-0.0014382305908109652,0.0013423485514235676,0.0010206797741239108,2.8329463621047277e-05
1218,2026-05-31,WOW,AU000000WOW2,10089402W,,,-0.00033206523386040276,-0.0005349939878862045,,,,,,,,,0.0011019279153477047,-0.0018457292582074053,,,-0.0008295412396437777,,0.001652891873021557,0.0012656429199136494,0.0012656429199136494,-0.00023562501168605175,0.002171446186126359,0.0006651276606152812,,,,,,0.001318378041576718,0.0011476036838595266,0.0010648438028119647,0.0011300383213514727,,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,0.0014765834065659244,,,-0.001118623792852973,-0.0005782963733286909,-0.0005798102381803368,-0.0007508051219826733,-0.0014107484776107557,-0.0022600766427029453,-0.0014382305908109652,-0.0006836034289657057,0.0010206797741239108,-0.00012867605883318817
1219,2026-05-31,WPC,US92936U1097,06635401,,,,,,,,,,,,,-0.0011074375549244432,,,,,,,,,,,,,-0.0010857230930631796,,0.001942872903376216,,-0.0006671310571833996,-0.0011535807863796283,-0.0010751820921596534,,,,,,,-0.0003825345612865089,-0.0009546875473486579,,,-0.0005782963733286909,-0.0005798102381803368,,,,,,,-0.00010213181063304747
